Runing compare from /home/zhongjiafeng/Model/N801/models/experiment/TT/tent/origin_scores.txt to /home/zhongjiafeng/Model/N801/models/experiment/TT/tent/tent_step_3_scores.txt.
EER 1 : 27.560000000000002           EER 2 : 41.43.
Threshold 1 : -5.629968643188     Threshold 2 : -6.816090583801.
===========================================================================================
total number of change to right : 4554 
utt change to right:    file_name      |    score 1    |    score 2    |
utt change to error:    20045713.wav    | -5.887714385986 | -6.36828327179 |
utt change to error:    20045714.wav    | -5.994230747223 | -6.566348075867 |
utt change to error:    20045716.wav    | -5.728531837463 | -6.126399040222 |
utt change to error:    20045717.wav    | -5.899530887604 | -6.727043628693 |
utt change to error:    20045720.wav    | -5.850006580353 | -6.58083486557 |
utt change to error:    20045721.wav    | -6.129090309143 | -6.649813175201 |
utt change to error:    20045727.wav    | -5.863979816437 | -6.709235191345 |
utt change to error:    20045728.wav    | -5.961867809296 | -6.517248630524 |
utt change to error:    20045730.wav    | -5.875065803528 | -6.732260227203 |
utt change to error:    20045731.wav    | -5.957405090332 | -6.683657646179 |
utt change to error:    20045732.wav    | -5.891765594482 | -6.384337425232 |
utt change to error:    20045737.wav    | -5.902550697327 | -6.658445358276 |
utt change to error:    20045738.wav    | -6.12838602066 | -6.734976291656 |
utt change to error:    20045739.wav    | -5.991625785828 | -6.512884140015 |
utt change to error:    20045740.wav    | -5.852577209473 | -6.556179523468 |
utt change to error:    20045741.wav    | -5.711612701416 | -6.63240146637 |
utt change to error:    20045743.wav    | -5.843750953674 | -6.42235326767 |
utt change to error:    20045746.wav    | -5.899858474731 | -6.798425674438 |
utt change to error:    20045750.wav    | -5.981507301331 | -6.713618278503 |
utt change to error:    20045751.wav    | -5.882304191589 | -6.542860984802 |
utt change to error:    20045757.wav    | -5.982756614685 | -6.79484462738 |
utt change to error:    20045760.wav    | -6.020728111267 | -6.715923786163 |
utt change to error:    20045762.wav    | -5.753207206726 | -6.714334487915 |
utt change to error:    20045766.wav    | -6.037045478821 | -6.685447692871 |
utt change to error:    20045768.wav    | -6.049564361572 | -6.764623641968 |
utt change to error:    20045769.wav    | -5.933609962463 | -6.79296207428 |
utt change to error:    20045770.wav    | -5.94730091095 | -6.767188072205 |
utt change to error:    20045775.wav    | -5.821402549744 | -6.747619628906 |
utt change to error:    20045777.wav    | -5.780627727509 | -6.740602493286 |
utt change to error:    20045779.wav    | -5.918013572693 | -6.786123275757 |
utt change to error:    20045780.wav    | -6.002942085266 | -6.665530204773 |
utt change to error:    20045782.wav    | -6.063753128052 | -6.74467420578 |
utt change to error:    20045783.wav    | -5.688117980957 | -6.353181838989 |
utt change to error:    20045784.wav    | -6.001888275146 | -6.664960384369 |
utt change to error:    20045788.wav    | -5.7632188797 | -6.610115528107 |
utt change to error:    20045789.wav    | -5.869702339172 | -6.814967155457 |
utt change to error:    20045790.wav    | -5.936236381531 | -6.720031738281 |
utt change to error:    20045792.wav    | -5.999287605286 | -6.795635223389 |
utt change to error:    20045795.wav    | -5.993156433105 | -6.797954559326 |
utt change to error:    20045801.wav    | -5.879688262939 | -6.603091239929 |
utt change to error:    20045802.wav    | -5.928963661194 | -6.76130771637 |
utt change to error:    20045803.wav    | -5.947027206421 | -6.72797203064 |
utt change to error:    20045804.wav    | -5.965218544006 | -6.35600566864 |
utt change to error:    20045813.wav    | -5.941267967224 | -6.649272918701 |
utt change to error:    20045816.wav    | -5.919438362122 | -6.80127620697 |
utt change to error:    20045817.wav    | -5.856256484985 | -6.815155029297 |
utt change to error:    20045818.wav    | -6.064115524292 | -6.660789489746 |
utt change to error:    20045822.wav    | -5.928062438965 | -6.430500984192 |
utt change to error:    20045823.wav    | -5.967238426208 | -6.764938354492 |
utt change to error:    20045830.wav    | -5.688250541687 | -6.645055770874 |
utt change to error:    20045837.wav    | -5.927449226379 | -6.690722465515 |
utt change to error:    20045839.wav    | -5.822247505188 | -6.753930568695 |
utt change to error:    20045842.wav    | -5.998987197876 | -6.747051239014 |
utt change to error:    20045843.wav    | -5.840997695923 | -6.473452568054 |
utt change to error:    20045847.wav    | -5.796002388 | -6.42939043045 |
utt change to error:    20045849.wav    | -5.866364955902 | -6.673366069794 |
utt change to error:    20045850.wav    | -5.830052375793 | -6.536948204041 |
utt change to error:    20045851.wav    | -5.817441940308 | -6.783217906952 |
utt change to error:    20045853.wav    | -5.707957267761 | -6.623568534851 |
utt change to error:    20045854.wav    | -6.048466682434 | -6.683099746704 |
utt change to error:    20045857.wav    | -5.842927455902 | -6.630917549133 |
utt change to error:    20045858.wav    | -6.114082336426 | -6.7496509552 |
utt change to error:    20045863.wav    | -5.868167877197 | -6.787510871887 |
utt change to error:    20045865.wav    | -5.875188827515 | -6.769422531128 |
utt change to error:    20045868.wav    | -5.898849487305 | -6.666911125183 |
utt change to error:    20045869.wav    | -5.861835956573 | -6.7434258461 |
utt change to error:    20045873.wav    | -6.026937961578 | -6.687781333923 |
utt change to error:    20045875.wav    | -5.948342323303 | -6.758011341095 |
utt change to error:    20045880.wav    | -6.006142616272 | -6.75249004364 |
utt change to error:    20045882.wav    | -6.006184577942 | -6.805567264557 |
utt change to error:    20045883.wav    | -6.008868217468 | -6.763392925262 |
utt change to error:    20045886.wav    | -5.889205932617 | -6.764999389648 |
utt change to error:    20045887.wav    | -5.772793769836 | -6.720313072205 |
utt change to error:    20045891.wav    | -5.978243350983 | -6.811306476593 |
utt change to error:    20045892.wav    | -5.925078868866 | -6.624390602112 |
utt change to error:    20045896.wav    | -5.918370246887 | -6.720247268677 |
utt change to error:    20045897.wav    | -5.898199081421 | -6.776376724243 |
utt change to error:    20045898.wav    | -5.771525382996 | -6.694189071655 |
utt change to error:    20045900.wav    | -5.782576560974 | -6.787075996399 |
utt change to error:    20045901.wav    | -5.860371589661 | -6.48318529129 |
utt change to error:    20045903.wav    | -5.857061386108 | -6.774392127991 |
utt change to error:    20045905.wav    | -5.868939399719 | -6.546517372131 |
utt change to error:    20045906.wav    | -5.810761451721 | -6.554035186768 |
utt change to error:    20045907.wav    | -5.848430633545 | -6.706969738007 |
utt change to error:    20045910.wav    | -5.9078540802 | -6.810198783875 |
utt change to error:    20045917.wav    | -6.060587882996 | -6.741392612457 |
utt change to error:    20045918.wav    | -5.9118309021 | -6.657493591309 |
utt change to error:    20045919.wav    | -5.941282272339 | -6.71085357666 |
utt change to error:    20045920.wav    | -6.021103858948 | -6.685309886932 |
utt change to error:    20045923.wav    | -5.964971065521 | -6.723802566528 |
utt change to error:    20045925.wav    | -5.983830928802 | -6.746210098267 |
utt change to error:    20045927.wav    | -5.958389759064 | -6.798720359802 |
utt change to error:    20045930.wav    | -5.756672859192 | -6.753768920898 |
utt change to error:    20045933.wav    | -5.974492073059 | -6.792705535889 |
utt change to error:    20045934.wav    | -5.82868719101 | -6.799737930298 |
utt change to error:    20045939.wav    | -5.905222892761 | -6.775221347809 |
utt change to error:    20045940.wav    | -5.913245201111 | -6.56599855423 |
utt change to error:    20045943.wav    | -5.776880741119 | -6.675588607788 |
utt change to error:    20045944.wav    | -5.858013153076 | -6.656053066254 |
utt change to error:    20045945.wav    | -5.964673519135 | -6.604193210602 |
utt change to error:    20045951.wav    | -5.983768463135 | -6.664732456207 |
utt change to error:    20045955.wav    | -5.981622695923 | -6.448975563049 |
utt change to error:    20045958.wav    | -5.920256614685 | -6.55083322525 |
utt change to error:    20045964.wav    | -5.81502532959 | -6.73371219635 |
utt change to error:    20045966.wav    | -6.036866664886 | -6.749616622925 |
utt change to error:    20045967.wav    | -5.975166320801 | -6.682485580444 |
utt change to error:    20045969.wav    | -5.8465924263 | -6.434846878052 |
utt change to error:    20045970.wav    | -5.90683221817 | -6.648836135864 |
utt change to error:    20045972.wav    | -5.800540924072 | -6.65140914917 |
utt change to error:    20045978.wav    | -6.002213478088 | -6.626983642578 |
utt change to error:    20045982.wav    | -5.754730224609 | -6.610299110413 |
utt change to error:    20045983.wav    | -5.787165641785 | -6.694899559021 |
utt change to error:    20045984.wav    | -5.771502017975 | -6.633147239685 |
utt change to error:    20045985.wav    | -5.909257411957 | -6.67511510849 |
utt change to error:    20045988.wav    | -5.862772941589 | -6.618738174438 |
utt change to error:    20045992.wav    | -6.003155231476 | -6.728410243988 |
utt change to error:    20045997.wav    | -6.058380126953 | -6.69021654129 |
utt change to error:    20045998.wav    | -5.866758346558 | -6.331198692322 |
utt change to error:    20045999.wav    | -5.829569816589 | -6.749722480774 |
utt change to error:    20046000.wav    | -5.69408082962 | -6.747428894043 |
utt change to error:    20046002.wav    | -6.006051063538 | -6.611392974854 |
utt change to error:    20046003.wav    | -5.933678627014 | -6.742819786072 |
utt change to error:    20046005.wav    | -5.850943088531 | -6.499765396118 |
utt change to error:    20046007.wav    | -5.815329551697 | -6.770702362061 |
utt change to error:    20046010.wav    | -6.089402675629 | -6.72601556778 |
utt change to error:    20046012.wav    | -5.785642623901 | -6.591949462891 |
utt change to error:    20046017.wav    | -5.981023788452 | -6.69322013855 |
utt change to error:    20046019.wav    | -5.983735084534 | -6.731824874878 |
utt change to error:    20046023.wav    | -5.966768264771 | -6.677589416504 |
utt change to error:    20046026.wav    | -6.067012310028 | -6.763281822205 |
utt change to error:    20046027.wav    | -5.790858268738 | -6.686799526215 |
utt change to error:    20046030.wav    | -5.647118091583 | -6.619144916534 |
utt change to error:    20046031.wav    | -5.986454963684 | -6.588995456696 |
utt change to error:    20046034.wav    | -5.914037704468 | -6.551374912262 |
utt change to error:    20046038.wav    | -5.875707626343 | -6.736905097961 |
utt change to error:    20046039.wav    | -5.978435516357 | -6.775308132172 |
utt change to error:    20046041.wav    | -5.987133026123 | -6.70450592041 |
utt change to error:    20046043.wav    | -5.956129074097 | -6.554385185242 |
utt change to error:    20046044.wav    | -5.855456352234 | -6.750188827515 |
utt change to error:    20046046.wav    | -5.854459762573 | -6.797613143921 |
utt change to error:    20046047.wav    | -5.891841411591 | -6.631029129028 |
utt change to error:    20046049.wav    | -5.905935287476 | -6.625686645508 |
utt change to error:    20046050.wav    | -5.901968002319 | -6.643335342407 |
utt change to error:    20046051.wav    | -5.956656455994 | -6.737987995148 |
utt change to error:    20046052.wav    | -5.769158363342 | -6.773583889008 |
utt change to error:    20046055.wav    | -5.920945167542 | -6.795825481415 |
utt change to error:    20046058.wav    | -5.934777259827 | -6.729839324951 |
utt change to error:    20046059.wav    | -5.813746929169 | -6.64201259613 |
utt change to error:    20046065.wav    | -6.0560131073 | -6.776926994324 |
utt change to error:    20046066.wav    | -5.99803352356 | -6.666031837463 |
utt change to error:    20046067.wav    | -5.717834472656 | -6.460275650024 |
utt change to error:    20046068.wav    | -5.724590301514 | -6.602109909058 |
utt change to error:    20046069.wav    | -5.990480422974 | -6.538575172424 |
utt change to error:    20046070.wav    | -5.928677558899 | -6.424951553345 |
utt change to error:    20046071.wav    | -5.936532020569 | -6.676286697388 |
utt change to error:    20046073.wav    | -6.020379543304 | -6.680353164673 |
utt change to error:    20046074.wav    | -5.664933204651 | -6.479315757751 |
utt change to error:    20046077.wav    | -5.890462875366 | -6.800568580627 |
utt change to error:    20046078.wav    | -6.001789093018 | -6.623010158539 |
utt change to error:    20046079.wav    | -6.085097312927 | -6.782114028931 |
utt change to error:    20046081.wav    | -5.83022403717 | -6.684421539307 |
utt change to error:    20046083.wav    | -5.834853172302 | -6.552967071533 |
utt change to error:    20046084.wav    | -6.022547721863 | -6.703805923462 |
utt change to error:    20046087.wav    | -6.027928829193 | -6.647139072418 |
utt change to error:    20046088.wav    | -5.896810531616 | -6.585956573486 |
utt change to error:    20046094.wav    | -5.980766296387 | -6.767448425293 |
utt change to error:    20046095.wav    | -5.894347190857 | -6.708100318909 |
utt change to error:    20046096.wav    | -5.933260917664 | -6.718684196472 |
utt change to error:    20046098.wav    | -6.067254066467 | -6.745182037354 |
utt change to error:    20046099.wav    | -6.028666496277 | -6.571744441986 |
utt change to error:    20046101.wav    | -5.941167354584 | -6.58235168457 |
utt change to error:    20046102.wav    | -5.947356700897 | -6.677415847778 |
utt change to error:    20046103.wav    | -5.994421958923 | -6.744352340698 |
